name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons
c7f3ab	Human	City Watch	2018-04-27T03:10:28Z	Fighter 1	Fighter		1	Dual Wielder	11	16	11	18	13	10	14	16		Athletics|Stealth|Insight|Perception|Intimidation	Longbow|Shortsword|Shortsword|Handaxe		04 26 18		NA	NA	Human		Longbow|Shortsword|Handaxe
59db07	Lizardfolk	Urban Vigilante	2018-04-27T03:07:46Z	Ranger 1	Ranger		1		11	16	8	16	12	12	18	13		Athletics|Stealth|Investigation|Insight|Perception|Survival|Deception	Shortsword|Longbow		04 26 18		NA	NA	Lizardfolk		Shortsword|Longbow
f2c073	Half-Elf	Haunted One	2018-05-02T01:40:03Z	Sorcerer 1	Sorcerer	Draconic Bloodline	1		9	15	9	14	14	12	10	17	Chaotic Good	Arcana|Investigation|Survival|Deception|Intimidation|Persuasion	Dagger	Fire Bolt*0|Acid Splash*0|Mage Hand*0|Create Bonfire*0|Shield*1|Magic Missle*1	05 01 18	CG	G	C	Half-Elf	Fire Bolt*0|Acid Splash*0|Mage Hand*0|Create Bonfire*0|Shield*1|Magic Missile*1	Dagger
80ecbd	Half-Elf	Charlatan	2018-05-06T22:37:40Z	Ranger 1	Ranger		1		12	15	12	18	14	10	15	18		Sleight of Hand|Stealth|Nature|Animal Handling|Survival|Deception|Persuasion	Shortsword|Longbow		05 06 18		NA	NA	Half-Elf		Shortsword|Longbow
025f38	Tiefling	Charlatan	2018-05-06T22:36:02Z	Warlock 1	Warlock	The Archfey	1		11	12	8	13	17	12	10	19		Sleight of Hand|Arcana|Deception|Intimidation	Dagger		05 06 18		NA	NA	Tiefling		Dagger
2274fe	Lightfoot Halfling	Charlatan	2018-05-06T22:38:35Z	Bard 1	Bard		1		10	15	15	18	14	10	15	19		Sleight of Hand|Stealth|Deception|Performance|Persuasion	Rapier|Dagger		05 06 18		NA	NA	Halfling		Rapier|Dagger
2274fe	Forest Gnome	Entertainer	2018-05-06T22:59:56Z	Bard 1	Bard		1		10	15	11	18	15	11	12	18		Acrobatics|Sleight of Hand|Stealth|Performance|Persuasion	Rapier|Dagger		05 06 18		NA	NA	Gnome		Rapier|Dagger
8cc4ff	Kenku	Criminal	2018-05-03T23:06:29Z	Rogue 7|Cleric 3	Rogue|Cleric	Scout|Trickery Domain	10	Sharpshooter	53	14	8	16	10	12	15	18	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Nature|Insight|Perception|Survival|Deception|Persuasion	Dagger|Crossbow, light	Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2	05 03 18	CN	N	C	Kenku	Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2	Dagger|Crossbow, Light
1f8dfb	Human	Haunted One	2018-04-23T04:01:32Z	Ranger 3	Ranger	Monster Slayer	3		36	13	15	15	14	15	15	15		Athletics|Stealth|Investigation|Insight|Survival	Sickle|Quarterstaff|Longbow	Protection from Evil and Good*1|Cure Wounds (1d8 + WIS)*1|Ensnaring Strike (c 1m, 1d6 per rnd, STR Save)*1|Hail Of Thorns (c 1m, 1d10 Piercing AOE, DEX save)*1	04 22 18		NA	NA	Human	Protection from Evil and Good*1|Cure Wounds*1|Ensnaring Strike*1|Hail of Thorns*1	Sickle|Quarterstaff|Longbow
906508	Tiefling	Hermit	2018-05-05T22:50:45Z	Monk 4	Monk	Way of the Drunken Master	4		38	13	16	14	14	18	12	18		Athletics|Acrobatics|Religion|Medicine|Performance	The Samaritan|Dart|Unarmed Strike		05 05 18		NA	NA	Tiefling		Dart|Unarmed Strike
5ba017	Lightfoot Halfling	Charlatan	2018-05-05T22:52:18Z	Bard 1	Bard		1		35	15	14	18	16	15	15	18	Chaotic Good	Athletics|Acrobatics|Sleight of Hand|Insight|Deception|Performance|Persuasion	Eldrich Blast|Toll the Dead v Wis|Thunderclap v. Con|Rapier|Dagger	Eldrich Blast 1d10/force 120'*0|Toll the Dead 1d81d12/necro 60'*0|Thunderous Wave 2d8/thndr 5' O*0|Minor Illusion*0|Mending*0|(MI) Expeditious Retreat 10min*1|Schadenfreude 1d6/psy O v. Wis*1|Dissonant Whispers 3d6/psy v. Wis*1|Feather Fall*1|Faerie Fire*1|Suggestion*2|Phantasmal Force*2|Knock*2	05 05 18	CG	G	C	Halfling	Toll the Dead*0|Minor Illusion*0|Mending*0|Expeditious Retreat*1|Dissonant Whispers*1|Feather Fall*1|Faerie Fire*1|Suggestion*2|Phantasmal Force*2|Knock*2	Rapier|Dagger
906508	Tiefling	Hermit	2018-04-21T21:55:34Z	Monk 3	Monk	Way of the Drunken Master	3		25	13	16	14	13	17	12	18		Athletics|Acrobatics|Religion|Medicine|Performance	The Samaritan|Dart|Unarmed Strike		04 21 18		NA	NA	Tiefling		Dart|Unarmed Strike
ee121e	Dragonborn	Outlander	2018-04-26T23:14:18Z	Barbarian 5	Barbarian	Path of the Zealot	5	Savage Attacker	68	17	17	15	15	8	8	9		Athletics|Perception|Survival|Intimidation	Javelin|Javelin|Maul|Crossbow, heavy		04 26 18		NA	NA	Dragonborn		Javelin|Maul|Crossbow, Heavy
3a5152	Dark Elf	Hermit	2018-05-07T10:29:30Z	Cleric 7	Cleric	War Domain	7		45	18	15	12	13	12	18	9	CN	History|Religion|Insight|Medicine|Perception	Mace|Crossbow, Light|Longsword|Rapier	Guidance*0|Light*0|Sacred Flame*0|Spare The Dying*0|Bane*1|Bless*1|Cure Wounds*1|Detect Evil And Good*1|Divine Favor*1|Faerie Fire*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Shield Of Faith*1|Darkness*1|Aid*2|Blindness/Deafness*2|Find Traps*2|Lesser Restoration*2|Magic Weapon*2|Prayer Of Healing*2|Spiritual Weapon*2|Beacon Of Hope*3|Bestow Curse*3|Clairvoyance*3|Create Food And Water*3|Crusader's Mantle*3|Dispel Magic*3|Mass Healing Word*3|Remove Curse*3|Revivify*3|Spirit Guardians*3|Glyph Of Warding*3|Banishment*4|Control Water*4|Death Ward*4|Divination*4|Freedom Of Movement*4|Guardian Of Faith*4|Locate Creature*4|Stone Shape*4|Stoneskin*4	05 07 18	CN	N	C	Elf	Guidance*0|Light*0|Sacred Flame*0|Spare the Dying*0|Bane*1|Bless*1|Cure Wounds*1|Detect Evil and Good*1|Divine Favor*1|Faerie Fire*1|Guiding Bolt*1|Healing Word*1|Inflict Wounds*1|Shield of Faith*1|Aid*2|Blindness/Deafness*2|Find Traps*2|Lesser Restoration*2|Magic Weapon*2|Prayer of Healing*2|Spiritual Weapon*2|Beacon of Hope*3|Bestow Curse*3|Clairvoyance*3|Create Food and Water*3|Crusader’s Mantle*3|Dispel Magic*3|Mass Healing Word*3|Remove Curse*3|Revivify*3|Spirit Guardians*3|Glyph of Warding*3|Banishment*4|Control Water*4|Death Ward*4|Divination*4|Freedom of Movement*4|Guardian of Faith*4|Locate Creature*4|Stone Shape*4|Stoneskin*4	Mace|Crossbow, Light|Longsword|Rapier
84085a	Human	Outlander	2018-05-01T18:33:57Z	Wizard 14	Wizard	School of Abjuration	14	Observant	58	19	9	14	10	20	17	17	Chaotic Neutral	Athletics|Arcana|History|Medicine|Survival	Quarterstaff		05 01 18	CN	N	C	Human		Quarterstaff
ea551b	Half-Orc	Far Traveler	2018-05-04T18:13:29Z	Druid 2|Monk 3	Druid|Monk	Circle of the Moon|Way of Shadow	5		43	17	13	16	16	10	16	13		Religion|Insight|Medicine|Perception|Intimidation	Spear|Scimitar		05 04 18		NA	NA	Half-Orc		Spear|Scimitar
d7bb21	Mountain Dwarf	Soldier	2018-05-01T17:58:40Z	Fighter 5	Fighter	Champion	5		44	18	19	14	14	10	11	10		Athletics|Perception|Survival|Intimidation	Dwarven Thrower|Dwarven Thrower		05 01 18		NA	NA	Dwarf		
045f95	Wood Elf	Urban Bounty Hunter	2018-05-01T17:38:28Z	Rogue 5	Rogue	Scout	5	Alert	27	16	10	17	10	10	14	14	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival|Persuasion	Shortsword +1|Shortbow|Dagger		05 01 18	CN	N	C	Elf		Shortsword|Shortbow|Dagger
1815b0	Wood Elf	Urban Bounty Hunter	2018-04-19T13:15:51Z	Rogue 7	Rogue	Scout	7	Alert	38	14	10	17	10	10	14	14	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival|Persuasion	Shortsword|Shortbow|Dagger		04 19 18	CN	N	C	Elf		Shortsword|Shortbow|Dagger
c5dfaa	Wood Elf	Urban Bounty Hunter	2018-04-18T12:41:24Z	Rogue 4|Warlock 3	Rogue|Warlock	Scout|The Hexblade	7	Alert	38	14	10	17	10	10	14	14		Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival|Deception	Rapier|Shortbow|Dagger		04 18 18		NA	NA	Elf		Rapier|Shortbow|Dagger
1815b0	Wood Elf	Urban Bounty Hunter	2018-05-01T15:01:36Z	Rogue 7	Rogue	Scout	7	Alert	38	17	10	17	10	10	14	14	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival|Persuasion	Rapier|Shortbow|Dagger		05 01 18	CN	N	C	Elf		Rapier|Shortbow|Dagger
98cd4f	High Elf	Urban Bounty Hunter	2018-05-01T13:04:07Z	Rogue 4|Warlock 3	Rogue|Warlock	Scout|The Hexblade	7	Alert	38	15	9	19	10	13	13	15	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival|Persuasion	Rapier|Shortbow|Dagger	Green Flame Blade*0|Eldritch Blast*0|Mage Hand*0|Armor of Agathys*1|Invisibility*2|Darkness*2|Shadow Blade*2	05 01 18	CN	N	C	Elf	Green-Flame Blade*0|Eldritch Blast*0|Mage Hand*0|Armor of Agathys*1|Invisibility*2|Darkness*2|Shadow Blade*2	Rapier|Shortbow|Dagger
4b7f11	Wood Elf	Custom	2018-04-23T13:12:57Z	Ranger 2	Ranger		2		18	15	12	18	13	10	17	8		Stealth|Nature|Animal Handling|Insight|Perception|Survival	Shortsword|Longbow		04 23 18		NA	NA	Elf		Shortsword|Longbow
c4f62f	Dragonborn	Hermit	2018-04-29T21:11:31Z	Barbarian 20	Barbarian	Path of the Totem Warrior	20		285	20	24	16	24	12	12	12		Religion|Medicine|Survival|Intimidation	Greataxe|Handaxe|Javelin		04 29 18		NA	NA	Dragonborn		Greataxe|Handaxe|Javelin
3e18d6	Human	Clan Crafter	2018-05-07T15:07:31Z	Fighter 1	Fighter		1		10	15	18	15	10	17	8	12		History|Insight|Perception|Intimidation	Longbow|Crossbow, hand|Handaxe		05 07 18		NA	NA	Human		Longbow|Crossbow, hand|Handaxe
e17b29	Dark Elf	Criminal	2018-05-02T18:26:24Z	Sorcerer 1	Sorcerer	Shadow Magic	1		9	12	15	14	18	15	15	19		Stealth|Arcana|Perception|Deception|Intimidation	Quarterstaff|Dagger		05 02 18		NA	NA	Elf		Quarterstaff|Dagger
de07d4	Human	Urban Bounty Hunter	2018-05-02T18:33:20Z	Ranger 1	Ranger		1		10	14	17	17	10	13	13	18		Athletics|Stealth|Survival|Deception|Persuasion	Shortsword|Longbow		05 02 18		NA	NA	Human		Shortsword|Longbow
514cf9	Orc	Acolyte	2018-05-02T18:37:51Z	Fighter 1	Fighter		1		11	16	20	18	13	10	9	16		Religion|Insight|Perception|Survival|Intimidation	Greataxe|Maul|Crossbow, light		05 02 18		NA	NA	Orc		Greataxe|Maul|Crossbow, Light
d2aa00	Wood Elf	Noble	2018-04-26T12:43:09Z	Cleric 2	Cleric	War Domain	2		20	18	15	10	15	10	14	10		History|Religion|Insight|Perception|Persuasion	Mace|Longsword|Dagger|Longbow	Divine Favor*1|Shield of Faith*1	04 26 18		NA	NA	Elf	Divine Favor*1|Shield of Faith*1	Mace|Longsword|Dagger|Longbow
991b3e	Human	Folk Hero	2018-04-26T12:26:43Z	Paladin 2	Paladin		2	Dual Wielder	24	19	10	16	14	10	12	14		Stealth|Animal Handling|Insight|Survival|Persuasion	Rapier|Rapier|Javelin		04 26 18		NA	NA	Human		Rapier|Javelin
75da6a	Wood Elf	Hermit	2018-04-26T13:37:19Z	Druid 2	Druid	Circle of the Land	2		20	16	10	16	14	10	14	12		Nature|Religion|Animal Handling|Medicine|Perception	Scimitar		04 26 18		NA	NA	Elf		Scimitar
476dc7	Kobold	Soldier	2018-05-05T02:30:53Z	Fighter 1	Fighter		1		12	18	8	17	15	14	8	8		Athletics|Acrobatics|Perception|Intimidation	Battleaxe|Crossbow, light		05 04 18		NA	NA	Kobold		Battleaxe|Crossbow, Light
068378	Human	Charlatan	2018-05-06T18:26:45Z	Rogue 5	Rogue	Swashbuckler	5	Skulker	28	16	10	18	10	10	12	16		Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance|Persuasion	Rapier|Dagger|Shortsword|Shortsword		05 06 18		NA	NA	Human		Rapier|Dagger|Shortsword
1c5783	Stout Halfling	Barbarian Tribe Member	2018-04-27T19:23:27Z	Barbarian 3	Barbarian	Path of the Berserker	3		38	16	16	16	16	13	14	14		Athletics|Nature|Animal Handling|Survival	Greataxe|Handaxe|Javelin		04 27 18		NA	NA	Halfling		Greataxe|Handaxe|Javelin
7b77dd	Forest Gnome	Noble	2018-04-21T04:27:24Z	Wizard 1	Wizard		1		8	17	9	18	14	20	12	10	Lawful Neutral (good-ish)	Arcana|History|Investigation|Insight	Dagger	Minor Illusion (Gnome)*0|Ray Of Frost*0|Prestidigitation*0|Mage Hand*0|Detect Magic*1|Find Familiar*1|Mage Armor*1|Magic Missile*1|Comprehend Languages*1|Sleep*1	04 20 18	LN	N	L	Gnome	Minor Illusion*0|Ray of Frost*0|Prestidigitation*0|Mage Hand*0|Detect Magic*1|Find Familiar*1|Mage Armor*1|Magic Missile*1|Comprehend Languages*1|Sleep*1	Dagger
123d15	Serpentblood	Soldier	2018-05-02T17:02:24Z	Sorcerer 3|Fighter 2|Barbarian 1	Sorcerer|Fighter|Barbarian	Wild Magic||	6		43	11	14	10	12	17	8	16	chaotic good	Athletics|Arcana|Intimidation|Persuasion	Crossbow, light|Dagger		05 02 18	CG	G	C	Yaun-Ti		Crossbow, Light|Dagger
b16052	Dark Elf	Urchin	2018-04-20T01:07:15Z	Rogue 1	Rogue		1		8	14	13	17	12	14	10	16		Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Persuasion	Rapier|Shortbow|Dagger		04 19 18		NA	NA	Elf		Rapier|Shortbow|Dagger
f43341	Human	Hermit	2018-04-24T19:01:08Z	Monk 3	Monk	Way of the Open Hand	3		27	17	12	18	16	14	17	13		Acrobatics|History|Religion|Medicine	Club|Dart|Unarmed strike		04 24 18		NA	NA	Human		Club|Dart|Unarmed Strike
c4f9bf	Half-Orc	Knight	2018-04-24T19:02:43Z	Paladin 3	Paladin	Oath of Vengeance	3		28	18	19	10	14	12	10	17		Athletics|Arcana|Religion|Intimidation|Persuasion	Greataxe|Javelin	Bane*1|Hunter’s Mark*1	04 24 18		NA	NA	Half-Orc	Bane*1|Hunter’s Mark*1	Greataxe|Javelin
f22e11	Tiefling	Cloistered Scholar	2018-04-24T19:02:21Z	Cleric 3	Cleric	Life Domain	3		24	18	13	11	14	13	16	13		History|Religion|Insight|Medicine	Mace|Crossbow, light	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	04 24 18		NA	NA	Tiefling	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Mace|Crossbow, Light
d9db19	Goblin	Charlatan	2018-04-24T19:03:03Z	Rogue 3	Rogue	Assassin	3		24	16	10	20	15	14	11	14		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Shortsword|Shortbow|Dagger		04 24 18		NA	NA	Goblin		Shortsword|Shortbow|Dagger
7ea9e1	Tabaxi	Urban Bounty Hunter	2018-04-27T20:07:37Z	Rogue 3	Rogue	Assassin	3		24	14	8	17	14	10	12	14	CN	Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		04 27 18	CN	N	C	Tabaxi		Rapier|Shortbow|Dagger
60e240	Triton	Knight	2018-04-27T20:10:27Z	Fighter 3	Fighter	Samurai	3		28	18	16	14	14	8	10	13	LG	Athletics|Acrobatics|History|Insight|Persuasion	Lance|Handaxe		04 27 18	LG	G	L	Triton		Lance|Handaxe
79f29c	Goliath	Barbarian Tribe Member	2018-04-27T20:09:33Z	Barbarian 3	Barbarian	Path of the Zealot	3		32	12	17	10	15	8	12	13		Athletics|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		04 27 18		NA	NA	Goliath		Greataxe|Handaxe|Javelin
3d83a8	Kenku	Cloistered Scholar	2018-04-27T16:40:35Z	Cleric 8	Cleric	Death Domain	8		51	18	10	16	12	13	20	8	NG	Sleight of Hand|Stealth|History|Religion|Insight|Medicine	Warhammer|Crossbow, light|Rapier	Chill Touch*0|Guidance*0|Mending*0|Spare the Dying*0|False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4	04 27 18	NG	G	N	Kenku	Chill Touch*0|Guidance*0|Mending*0|Spare the Dying*0|False Life*1|Ray of Sickness*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Animate Dead*3|Vampiric Touch*3|Blight*4|Death Ward*4	Warhammer|Crossbow, Light|Rapier
2fa594	Tiefling	Urban Bounty Hunter	2018-05-05T23:15:50Z	Rogue 2	Rogue		2		5	14	8	17	9	16	11	13	Chaotic Neutral	Acrobatics|Stealth|Insight|Perception|Deception|Persuasion	Rapier|Shortsword|Dagger		05 05 18	CN	N	C	Tiefling		Rapier|Shortsword|Dagger
658f79	Half-Orc	Criminal	2018-05-01T22:41:12Z	Rogue 9|Wizard 6	Rogue|Wizard	Assassin|School of Enchantment	15	Dual Wielder|Keen Mind	103	16	13	18	15	16	10	12	Neutral Evil	Athletics|Acrobatics|Stealth|Perception|Deception|Intimidation|Persuasion	Rapier|Shortbow|Dagger|Crossbow, hand	Mage Hand*0|Minor Illusion*0|Ray Of Frost*0|Presidigitation*0|Charm Person*1|Disguise Self*1|Colour Spray*1|Longstrider*1|Hold Person*2|Spider Climb*2|Cloak Of Daggers*2|Dispel Magic*3|Feign Death*3|Nondetection*3	05 01 18	NE	E	N	Half-Orc	Mage Hand*0|Minor Illusion*0|Ray of Frost*0|Prestidigitation*0|Charm Person*1|Disguise Self*1|Color Spray*1|Longstrider*1|Hold Person*2|Spider Climb*2|Cloud of Daggers*2|Dispel Magic*3|Feign Death*3|Nondetection*3	Rapier|Shortbow|Dagger|Crossbow, hand
f6bc6e	Tiefling	Entertainer	2018-05-08T13:11:47Z	Cleric 5	Cleric	Tempest Domain	5	Lucky	38	17	10	13	14	13	8	17		Acrobatics|History|Performance|Persuasion	Mace|Crossbow, light|Pipe	Spiked Song*0|Mending*0|Animal Friendship*1|Ensnare*1|Healing Word*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3	05 08 18		NA	NA	Tiefling	Mending*0|Animal Friendship*1|Snare*1|Healing Word*1|Gust of Wind*2|Shatter*2|Call Lightning*3|Sleet Storm*3	Mace|Crossbow, Light|Pike
8918ef	Half-Elf	Outlander	2018-04-23T16:32:00Z	Fighter 7|Warlock 3|Sorcerer 1	Fighter|Warlock|Sorcerer	Eldritch Knight|The Fiend|Shadow Magic	11	War Caster|Savage Attacker	87	16	18	10	14	16	5	18		Athletics|Acrobatics|Stealth|Survival|Deception	Crossbow, light		04 23 18		NA	NA	Half-Elf		Crossbow, Light
c42383	Human	Charlatan	2018-04-27T22:31:11Z	Rogue 1	Rogue		1		8	14	12	17	11	12	15	17		Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception	Rapier|Shortbow|Dagger		04 27 18		NA	NA	Human		Rapier|Shortbow|Dagger
98b130	Human	Soldier	2018-04-27T22:29:49Z	Fighter 1	Fighter		1	Sentinel	13	16	19	17	16	8	10	12		Athletics|Acrobatics|Perception|Survival|Intimidation	Crossbow, light		04 27 18		NA	NA	Human		Crossbow, Light
dd91ca	Human	Criminal	2018-04-27T22:53:05Z	Rogue 1	Rogue		1	Dungeon Delver	9	15	17	18	13	10	8	10		Athletics|Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Intimidation	Rapier|Shortbow|Dagger		04 27 18		NA	NA	Human		Rapier|Shortbow|Dagger
4994c4	High Elf	Haunted One	2018-04-27T22:31:59Z	Wizard 1	Wizard		1		7	14	7	18	13	19	17	11		Arcana|History|Investigation|Insight|Perception	Dagger		04 27 18		NA	NA	Elf		Dagger
e81f30	Wood Elf	Urban Bounty Hunter	2018-04-27T22:30:39Z	Ranger 1	Ranger		1		11	15	16	19	12	13	14	13		Athletics|Stealth|Investigation|Insight|Perception|Survival	Shortsword|Longbow		04 27 18		NA	NA	Elf		Shortsword|Longbow
1441ba	Human	Sailor	2018-04-27T18:54:47Z	Cleric 1	Cleric	Tempest Domain	1	Healer	11	18	16	14	16	14	19	10		Athletics|Insight|Medicine|Perception|Persuasion	Mace|Crossbow, light	Fog Cloud*1|Thunderwave*1	04 27 18		NA	NA	Human	Fog Cloud*1|Thunderwave*1	Mace|Crossbow, Light
1441ba	Human	Sailor	2018-04-27T19:45:34Z	Cleric 1	Cleric	Tempest Domain	1	Healer	11	18	16	10	16	14	19	14		Athletics|Insight|Medicine|Perception|Persuasion	Mace|Crossbow, light|	Light*0|Sacred Flames*0|Fog Cloud*1|Thunderwave*1	04 27 18		NA	NA	Human	Light*0|Sacred Flame*0|Fog Cloud*1|Thunderwave*1	Mace|Crossbow, Light
fc027e	Meadowguard	Guild Artisan	2018-05-08T01:51:33Z	Paladin 3	Paladin	Oath of Free Commerce	3		22	19	15	10	10	10	14	15		Athletics|Insight|Medicine|Persuasion	Longsword|Javelin	identify*1|unseen servant*1	05 07 18		NA	NA		Identify*1|Unseen Servant*1	Longsword|Javelin
aa5dea	Goliath		2018-04-27T17:21:53Z	Cleric 3	Cleric	Forge Domain	3		31	18	16	13	16	8	16	12	neutral	Athletics|Insight|Survival|Persuasion	Mace|Spear	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2	04 27 18	NN	N	N	Goliath	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2	Mace|Spear
ebf624	Human	Soldier	2018-05-02T16:42:07Z	Ranger 3	Ranger	Hunter	3	Sharpshooter	25	14	13	16	13	8	14	10		Athletics|Stealth|Animal Handling|Perception|Survival|Intimidation	Shortsword|Longbow		05 02 18		NA	NA	Human		Shortsword|Longbow
69d201	Human	Sailor	2018-04-23T13:36:09Z	Warlock 1	Warlock	The Hexblade	1	Magic Initiate	9	13	8	14	14	10	12	16		Athletics|Perception|Deception|Intimidation|Persuasion	Dagger		04 23 18		NA	NA	Human		Dagger
4b30be	Human	Hermit	2018-05-02T00:32:25Z	Monk 1	Monk		1		10	12	15	16	14	13	9	11		Athletics|Religion|Insight|Medicine	Quarterstaff|Dart|Unarmed Strike		05 01 18		NA	NA	Human		Quarterstaff|Dart|Unarmed Strike
29ca76	Goliath	Outlander	2018-05-03T15:01:35Z	Revised Ranger 3	Revised Ranger	Hunter Conclave	3		24	13	16	15	14	10	12	8	Neuteral Good	Athletics|Stealth|Nature|Animal Handling|Survival	Longbow|Greataxe		05 03 18	NG	G	N	Goliath		Longbow|Greataxe
4b30be	Human	Hermit	2018-05-04T00:32:25Z	Monk 3	Monk	Way of the Kensei	3		24	12	15	16	14	13	9	11		Athletics|Religion|Insight|Medicine	Quarterstaff|Dart|Unarmed Strike		05 03 18		NA	NA	Human		Quarterstaff|Dart|Unarmed Strike
29ca76	Goliath	Outlander	2018-04-24T20:14:33Z	Revised Ranger 1	Revised Ranger		1		8	13	16	15	14	10	12	8	Neuteral Good	Athletics|Stealth|Nature|Animal Handling|Survival	Longbow|Greataxe		04 24 18	NG	G	N	Goliath		Longbow|Greataxe
d43cfb	Dark Elf	Far Traveler	2018-04-26T19:26:14Z	Fighter 3	Fighter	Eldritch Knight	3		28	18	15	10	15	14	10	9		History|Animal Handling|Insight|Perception	Longsword|Crossbow, light		04 26 18		NA	NA	Elf		Longsword|Crossbow, Light
c77d90	Tiefling	Haunted One	2018-04-17T04:05:38Z	Warlock 1	Warlock	The Great Old One	1		10	12	8	13	14	13	10	17		Investigation|Survival|Deception|Intimidation	Quarterstaff|Sickle|Dagger|Chill Touch|Eldritch Blast|Witch Bolt	Eldritch Blast*0|Chill Touch*0|Charm Person*1|Witch Bolt*1	04 16 18		NA	NA	Tiefling	Eldritch Blast*0|Chill Touch*0|Charm Person*1|Witch Bolt*1	Quarterstaff|Sickle|Dagger
dd6ad9	Wood Elf	Criminal	2018-04-17T04:04:31Z	Rogue 1	Rogue		1		10	15	12	20	15	15	12	13		Athletics|Acrobatics|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		04 16 18		NA	NA	Elf		Rapier|Shortbow|Dagger
c4f9bf	Meio-Orc	Cavaleiro	2018-04-24T21:54:37Z	Paladin 3	Paladin	Oath of Vengeance	3		28	18	19	10	14	12	10	17	Leal e Neutro	Athletics|Arcana|Religion|Intimidation|Persuasion	Machado Grande	Bane*1|Hunter’s Mark*1	04 24 18	LN	N	L	Orc	Bane*1|Hunter’s Mark*1	
c4f9bf	Meio-Orc	Cavaleiro	2018-04-24T22:01:27Z	Paladin 3	Paladin	Oath of Vengeance	3		28	18	19	10	14	12	10	17	Leal e Neutro	Athletics|Arcana|Religion|Intimidation|Persuasion	Machado Grande	Bane*1|Hunter’s Mark*1	04 24 18	LN	N	L	Orc	Bane*1|Hunter’s Mark*1	
e17d4d	Wood Elf	Urban Bounty Hunter	2018-04-17T01:01:30Z	Rogue 4	Rogue	Scout	4	Observant	23	14	10	17	10	10	15	14	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Investigation|Nature|Insight|Perception|Survival|Persuasion	Shortsword|Shortbow|Dagger		04 16 18	CN	N	C	Elf		Shortsword|Shortbow|Dagger
2f0467	Minotaur	Outlander	2018-05-04T01:55:03Z	Fighter 5	Fighter	Champion	5	Dual Wielder	54	17	16	14	15	12	8	8		Athletics|Insight|Survival|Intimidation	Greataxe|Greataxe|Battleaxe|Battleaxe		05 03 18		NA	NA			Greataxe|Battleaxe
4770e4	Minotaur	Acolyte	2018-05-06T14:11:22Z	Wizard 4|Fighter 1	Wizard|Fighter	School of Necromancy|	5		35	17	10	15	13	18	10	9	chaotic neutral	Arcana|Investigation|Religion|Insight	Dagger|Quarterstaff|Battleaxe	Toll Of The Dead*0|Chill Touch*0|Light*0|Fire Bolt*0|Inflect Wounds*1|Catapult *1|Chromatic orb*1|Find Familiar*1|Crown Of Maddnes *2|Cloud Of Daggers*2|Earth Bind*2	05 06 18	CN	N	C		Toll the Dead*0|Chill Touch*0|Light*0|Fire Bolt*0|Inflict Wounds*1|Catapult*1|Chromatic Orb*1|Find Familiar*1|Crown of Madness*2|Cloud of Daggers*2|Earthbind*2	Dagger|Quarterstaff|Battleaxe
ed15b3	Human	Soldier	2018-04-18T15:34:24Z	Rogue 3	Rogue	Assassin	3	Alert	24	15	9	16	14	14	14	11	Neutral	Athletics|Acrobatics|Stealth|Insight|Perception|Deception|Intimidation	Rapier|Shortbow|Dagger		04 18 18	NN	N	N	Human		Rapier|Shortbow|Dagger
